num_pacotes,tempo_execucao_s
2601,0.7956345081329346
416,0.1908869743347168
2237,0.8069741725921631
3612,1.1839942932128906
2385,0.9081029891967773
4608,1.6788573265075684
1963,0.7378921508789062
4568,1.639909029006958
550,0.3518965244293213
868,0.35683584213256836
4814,1.9001445770263672
3839,1.24462890625
103,0.08840465545654297
4849,1.622739553451538
721,0.2600984573364258
1596,0.5268402099609375
2382,0.7983369827270508
4941,1.833848237991333
206,0.11500978469848633
266,0.13906431198120117
4094,1.5880022048950195
4267,1.6368107795715332
1943,0.6254246234893799
3272,1.231790542602539
4834,1.3601794242858887
3885,1.4036617279052734
3932,1.0850028991699219
3047,0.9652369022369385
3776,1.3928940296173096
231,0.12699460983276367
1968,0.816927433013916
1827,0.617849588394165
3485,1.1838135719299316
871,0.33855271339416504
2245,0.8585548400878906
2839,1.0989997386932373
4524,1.6628875732421875
862,0.27451372146606445
1136,0.4400649070739746
3047,0.9119844436645508
4668,1.5672504901885986
1280,0.4718434810638428
3502,1.080827236175537
3570,1.0659818649291992
3880,1.4851934909820557
3645,1.0949337482452393
579,0.22478556632995605
3136,1.0073401927947998
700,0.29111456871032715
2566,1.0368504524230957
589,0.22584962844848633
3559,1.218196153640747
2366,0.7489278316497803
547,0.23487067222595215
584,0.2222156524658203
2295,0.7876858711242676
4767,1.6690609455108643
2954,0.9069430828094482
1125,0.4609384536743164
217,0.11599493026733398
4178,1.569803237915039
428,0.17510581016540527
2656,0.8012144565582275
1237,0.4598202705383301
227,0.10710740089416504
2860,0.8298931121826172
2768,0.9498405456542969
4203,1.454193353652954
4568,1.5139131546020508
2267,0.9021468162536621
2101,0.8643300533294678
1646,0.5635242462158203
534,0.2081446647644043
3932,1.3390026092529297
4372,1.5430550575256348
1488,0.5668227672576904
4789,1.5899577140808105
2648,0.831916332244873
4245,1.369154453277588
2939,0.9949996471405029
4036,1.2278504371643066
1866,0.588109016418457
1870,0.6729934215545654
3631,1.1839184761047363
3768,1.270399808883667
3885,1.3588602542877197
3442,1.1158521175384521
1405,0.5111892223358154
1537,0.46893835067749023
1244,0.4239063262939453
3937,1.341977596282959
4175,1.3231256008148193
2370,0.9359774589538574
4103,1.487785816192627
1336,0.4991466999053955
2991,0.9790956974029541
2898,1.129058837890625
3705,1.2959425449371338
2415,0.777698278427124
4456,1.5493996143341064
997,0.3267941474914551
2995,0.8570330142974854
4118,1.479966163635254
2521,0.8541185855865479
3014,1.0879426002502441
2159,0.8431994915008545
1132,0.3519766330718994
3263,0.9758350849151611
1009,0.33077454566955566
631,0.2799234390258789
4355,1.2552220821380615
2193,0.726330041885376
4950,1.5426485538482666
3253,1.0810463428497314
903,0.3460502624511719
1034,0.3508422374725342
3346,1.1830081939697266
4355,1.5791525840759277
2984,1.1979126930236816
3118,1.1329772472381592
526,0.23500537872314453
2564,0.793999433517456
3803,1.338989019393921
4131,1.251896858215332
4101,1.5905330181121826
3454,1.0085768699645996
371,0.1531364917755127
4352,1.5360107421875
490,0.24115943908691406
805,0.26671934127807617
4631,1.5278911590576172
108,0.07172393798828125
109,0.08713936805725098
3675,0.9869339466094971
1134,0.4182307720184326
986,0.3226468563079834
2763,0.9415178298950195
958,0.3258068561553955
2118,0.692957878112793
2783,0.8749861717224121
1751,0.6538946628570557
4092,1.4362621307373047
4081,1.346040964126587
2206,0.7607913017272949
2763,0.938950777053833
2883,0.9521534442901611
2950,1.0529851913452148
4097,1.3028581142425537
1852,0.6367323398590088
1754,0.5880775451660156
2723,0.9701385498046875
290,0.1340646743774414
1676,0.6077501773834229
4431,1.6111323833465576
2657,0.836841344833374
1074,0.34911417961120605
3055,0.9583253860473633
733,0.2687358856201172
1425,0.44703054428100586
1884,0.6229698657989502
764,0.29602718353271484
1711,0.6189112663269043
2090,0.7609415054321289
3521,1.40824556350708
559,0.22973895072937012
788,0.2852175235748291
3767,1.2829265594482422
1948,0.6267995834350586
1647,0.5689191818237305
3110,1.0671305656433105
2257,0.7008357048034668
1226,0.45514702796936035
4748,1.4821324348449707
4344,1.3438451290130615
4924,1.495049238204956
3636,1.2820465564727783
4047,1.3701083660125732
862,0.3198883533477783
4754,1.5582606792449951
2435,0.9524514675140381
2845,1.064347505569458
3980,1.0719106197357178
200,0.10611581802368164
1672,0.6437311172485352
566,0.21506643295288086
671,0.23040342330932617
1282,0.5047574043273926
3498,1.276808500289917
1862,0.7162296772003174
1674,0.5948641300201416
4695,1.6380417346954346
4045,1.2280333042144775
1131,0.38492703437805176
2899,0.9159667491912842
1836,0.6140129566192627
639,0.25719356536865234
1395,0.4878096580505371
3969,1.2985594272613525
360,0.14949774742126465
973,0.3351926803588867
